역코드,역명,승강기명,운행구간,설치위치,운행상태,승강기 구분
326,압구정,승강기)에스컬레이터 1,F1-B1,1번 출구측,사용가능,ES
326,압구정,승강기)에스컬레이터 2,B1-F1,1번 출구측,사용가능,ES
326,압구정,승강기)에스컬레이터 3,B1-F1,5번 출구측,사용가능,ES
326,압구정,승강기)에스컬레이터 4,F1-B1,3번 출구측,사용가능,ES
326,압구정,승강기)에스컬레이터 5,B2-B1,3번 출구측,사용가능,ES
326,압구정,승강기)에스컬레이터 6,F1-B1,3번 출구측,사용가능,ES
326,압구정,승강기)에스컬레이터 7,F1-F2,3번 출구측,사용가능,ES
326,압구정,승강기)에스컬레이터 8,B1-F1,6번 출구측,사용가능,ES
326,압구정,승강기)에스컬레이터 9,F1-B1,6번 출구측,사용가능,ES
327,신사,승강기)에스컬레이터 1,F1-B1,8번 출입구,사용가능,ES
327,신사,승강기)에스컬레이터 2,B1-F1,8번 출입구,사용가능,ES
327,신사,승강기)에스컬레이터 3,F1-B1,5번 출구측,사용가능,ES
327,신사,승강기)에스컬레이터 4,B1-F1,5번 출구측,사용가능,ES
327,신사,승강기)에스컬레이터 5,F1-B1,5번 출구측,사용가능,ES
327,신사,승강기)에스컬레이터 6,B1-F1,5번 출구측,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 1,B2-B3,상행 2-3,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 10,B2-B3,하행 2-3,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 11,B2-B3,하행 4-3,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 12,B3-B2,상행 4-3,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 13,B2-B3,하행 7-2,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 14,B3-B2,상행 7-2,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 15,B2-B3,하행 9-2,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 16,B3-B2,하행 9-2,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 17,B1-B2,내부,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 18,B2-B1,내부,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 19,B1-B2,내부,보수중,ES
329,고속터미널(3),승강기)에스컬레이터 2,B3-B2,상행 2-3,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 20,B2-B1,내부,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 21,B1-B2,내부,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 22,B2-B1,내부,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 23,B1-B2,내부,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 24,B2-B1,내부,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 3,B3-B2,상행 4-3,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 4,B2-B3,하행 4-3,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 5,B2-B3,상행 7-2,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 6,B3-B2,상행 7-2,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 7,B2-B3,하행 9-2,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 8,B3-B2,상행 9-2,사용가능,ES
329,고속터미널(3),승강기)에스컬레이터 9,B3-B2,상행 2-3,사용가능,ES
330,교대(3),승강기)에스컬레이터 1,B2-B3,하행 8-3,사용가능,ES
330,교대(3),승강기)에스컬레이터 2,B3-B2,상행 3-2,사용가능,ES
331,남부터미널,승강기)에스컬레이터 1,F1-B1,6번 출구측,사용가능,ES
331,남부터미널,승강기)에스컬레이터 2,B1-F1,6번 출구측,보수중,ES
332,양재(3),승강기)에스컬레이터 1,F1-B1,5번 출구측,사용가능,ES
332,양재(3),승강기)에스컬레이터 2,B1-F1,5번 출구측,사용가능,ES
333,매봉,승강기)에스컬레이터 1,F1-B1,4번 출구측,보수중,ES
333,매봉,승강기)에스컬레이터 2,B1-F1,4번 출구측,보수중,ES
333,매봉,승강기)에스컬레이터 3,F1-B1,1번 출구측,사용가능,ES
333,매봉,승강기)에스컬레이터 4,B1-F1,1번 출구측,사용가능,ES
334,도곡(3),승강기)에스컬레이터 1,B2-B4,내부,사용가능,ES
334,도곡(3),승강기)에스컬레이터 2,B4-B2,내부,사용가능,ES
334,도곡(3),승강기)에스컬레이터 3,B2-B4,내부,사용가능,ES
334,도곡(3),승강기)에스컬레이터 4,B4-B2,내부,사용가능,ES
334,도곡(3),승강기)에스컬레이터 5,B2-B4,내부,보수중,ES
334,도곡(3),승강기)에스컬레이터 6,B4-B2,내부,사용가능,ES
334,도곡(3),승강기)에스컬레이터 7,B2-B4,내부,보수중,ES
334,도곡(3),승강기)에스컬레이터 8,B4-B2,내부,사용가능,ES
335,대치,승강기)에스컬레이터 1,F1-B3,내부,사용가능,ES
335,대치,승강기)에스컬레이터 2,B3-B1,내부,사용가능,ES
335,대치,승강기)에스컬레이터 3,계단-B4,내부,사용가능,ES
335,대치,승강기)에스컬레이터 4,B3-B2,내부,사용가능,ES
335,대치,승강기)에스컬레이터 5,F1-B1,4번 출구측,사용가능,ES
335,대치,승강기)에스컬레이터 6,B1-F1,4번 출구측,사용가능,ES
336,학여울,승강기)에스컬레이터 1,B2-B3,내부,사용가능,ES
336,학여울,승강기)에스컬레이터 2,B3-B2,내부,사용가능,ES
337,대청,승강기)에스컬레이터 1,F1-B1,6번 출구측,사용가능,ES
337,대청,승강기)에스컬레이터 2,B1-F1,6번 출구측,사용가능,ES
337,대청,승강기)에스컬레이터 3,F1-B1,3번 출구측,사용가능,ES
337,대청,승강기)에스컬레이터 4,B1-F1,3번 출구측,사용가능,ES
338,일원,승강기)에스컬레이터 1,F1-B1,1번 출구측,사용가능,ES
338,일원,승강기)에스컬레이터 2,B1-F1,1번 출구측,사용가능,ES
338,일원,승강기)에스컬레이터 3,B1-F1,2번 출구측,사용가능,ES
338,일원,승강기)에스컬레이터 4,F1-B1,3번 출구측,사용가능,ES
338,일원,승강기)에스컬레이터 5,B1-F1,6번 출구측,사용가능,ES
338,일원,승강기)에스컬레이터 6,F1-B1,6번 출구측,보수중,ES
339,수서(3),승강기)에스컬레이터 1,F1-B1,1번 출입구,보수중,ES
339,수서(3),승강기)에스컬레이터 10,B2-B1,내부,사용가능,ES
339,수서(3),승강기)에스컬레이터 11,F1-B1,5번 출구측,사용가능,ES
339,수서(3),승강기)에스컬레이터 12,B1-F1,5번 출구측,사용가능,ES
339,수서(3),승강기)에스컬레이터 2,B1-F1,1번 출입구,사용가능,ES
339,수서(3),승강기)에스컬레이터 3,F1-B1,2번 출입구,보수중,ES
339,수서(3),승강기)에스컬레이터 4,B1-F1,2번 출입구,사용가능,ES
339,수서(3),승강기)에스컬레이터 5,F1-B1,6번 출입구,사용가능,ES
339,수서(3),승강기)에스컬레이터 6,B1-F1,6번 출입구,사용가능,ES
339,수서(3),승강기)에스컬레이터 7,B1-B2,내부,사용가능,ES
339,수서(3),승강기)에스컬레이터 8,B2-B1,내부,사용가능,ES
339,수서(3),승강기)에스컬레이터 9,B1-B2,내부,사용가능,ES
340,가락시장(3),승강기)에스컬레이터 1,B2-B4,하행 4-4,사용가능,ES
340,가락시장(3),승강기)에스컬레이터 10,B4-B3,상행 3-2,사용가능,ES
340,가락시장(3),승강기)에스컬레이터 11,B2-B4,하행 5-2,보수중,ES
340,가락시장(3),승강기)에스컬레이터 12,B4-B2,상행 5-2,사용가능,ES
340,가락시장(3),승강기)에스컬레이터 13,B2-B4,하행 7-1,사용가능,ES
340,가락시장(3),승강기)에스컬레이터 14,B4-B2,상행 7-1,사용가능,ES
340,가락시장(3),승강기)에스컬레이터 15,B1-B2,내부,보수중,ES
340,가락시장(3),승강기)에스컬레이터 16,B2-B1,내부,사용가능,ES
340,가락시장(3),승강기)에스컬레이터 17,B1-B2,내부,사용가능,ES
340,가락시장(3),승강기)에스컬레이터 18,B2-B1,내부,사용가능,ES
340,가락시장(3),승강기)에스컬레이터 19,F1-B1,7번 출구측,사용가능,ES
340,가락시장(3),승강기)에스컬레이터 2,B4-B2,상행 4-4,사용가능,ES
340,가락시장(3),승강기)에스컬레이터 20,B1-F1,7번 출구측,사용가능,ES
340,가락시장(3),승강기)에스컬레이터 21,F1-B2,8번 출구측,사용가능,ES
340,가락시장(3),승강기)에스컬레이터 22,B2-F1,8번 출구측,사용가능,ES
340,가락시장(3),승강기)에스컬레이터 3,B2-B4,하행 6-3,보수중,ES
340,가락시장(3),승강기)에스컬레이터 4,B4-B2,상행 6-3,사용가능,ES
340,가락시장(3),승강기)에스컬레이터 5,B3-B4,하행 8-3,사용가능,ES
340,가락시장(3),승강기)에스컬레이터 6,B4-B3,상행 8-3,사용가능,ES
340,가락시장(3),승강기)에스컬레이터 7,B4-B3,상행 9-4,사용가능,ES
340,가락시장(3),승강기)에스컬레이터 8,B4-B3,상행 2-1,보수중,ES
340,가락시장(3),승강기)에스컬레이터 9,B3-B4,하행 3-2,사용가능,ES
341,경찰병원,승강기)에스컬레이터 1,B1-B2,승강장 2-1,보수중,ES
341,경찰병원,승강기)에스컬레이터 10,B2-B1,승강장 5-3,사용가능,ES
341,경찰병원,승강기)에스컬레이터 11,B1-B2,승강장 9-4,사용가능,ES
341,경찰병원,승강기)에스컬레이터 12,B2-B1,승강장 9-4,사용가능,ES
341,경찰병원,승강기)에스컬레이터 13,F1-B1,1번 출구측,사용가능,ES
341,경찰병원,승강기)에스컬레이터 14,B1-F1,1번 출구측,사용가능,ES
341,경찰병원,승강기)에스컬레이터 15,F1-B1,2번 출구측,보수중,ES
341,경찰병원,승강기)에스컬레이터 16,B1-F1,2번 출구측,사용가능,ES
341,경찰병원,승강기)에스컬레이터 17,셔터-B1,내부,사용가능,ES
341,경찰병원,승강기)에스컬레이터 18,B1-셔터,내부,사용가능,ES
341,경찰병원,승강기)에스컬레이터 19,F1-셔터,3번 출구측,사용가능,ES
341,경찰병원,승강기)에스컬레이터 2,B2-B1,승강장 2-1,사용가능,ES
341,경찰병원,승강기)에스컬레이터 20,셔터-F1,3번 출구측,사용가능,ES
341,경찰병원,승강기)에스컬레이터 3,B1-B2,승강장 6-2,사용가능,ES
341,경찰병원,승강기)에스컬레이터 4,B2-B1,승강장 6-2,사용가능,ES
341,경찰병원,승강기)에스컬레이터 5,B1-B2,승강장 7-4,사용가능,ES
341,경찰병원,승강기)에스컬레이터 6,B2-B1,승강장 7-4,사용가능,ES
341,경찰병원,승강기)에스컬레이터 7,B1-B2,승강장 4-1,사용가능,ES
341,경찰병원,승강기)에스컬레이터 8,B2-B1,승강장 4-1,사용가능,ES
341,경찰병원,승강기)에스컬레이터 9,B1-B2,승강장 5-3,사용가능,ES
342,오금(3),승강기)에스컬레이터 1,B2-B3,승강장 2-2,사용가능,ES
342,오금(3),승강기)에스컬레이터 10,B3-B2,승강장 9-3,사용가능,ES
342,오금(3),승강기)에스컬레이터 11,B1-B2,환승통로,사용가능,ES
342,오금(3),승강기)에스컬레이터 12,B2-B1,환승통로,보수중,ES
342,오금(3),승강기)에스컬레이터 13,F1-셔터,1번 출구측,사용가능,ES
342,오금(3),승강기)에스컬레이터 14,셔터-F1,1번 출구측,보수중,ES
342,오금(3),승강기)에스컬레이터 15,B1-셔터,2번 출구측,사용가능,ES
342,오금(3),승강기)에스컬레이터 2,B3-B2,승강장 2-2,사용가능,ES
342,오금(3),승강기)에스컬레이터 3,B1-B3,승강장 4-2,사용가능,ES
342,오금(3),승강기)에스컬레이터 4,B3-B1,승강장 4-2,사용가능,ES
342,오금(3),승강기)에스컬레이터 5,B2-B3,승강장 7-1,사용가능,ES
342,오금(3),승강기)에스컬레이터 6,B3-B2,승강장 4-4,사용가능,ES
342,오금(3),승강기)에스컬레이터 7,B1-B3,승강장 7-3,사용가능,ES
342,오금(3),승강기)에스컬레이터 8,B3-B1,승강장 7-3,사용가능,ES
342,오금(3),승강기)에스컬레이터 9,B2-B3,승강장 9-3,사용가능,ES
409,당고개,승강기)에스컬레이터,F2-F1,14번 출입구,사용가능,ES
409,당고개,승강기)에스컬레이터,F1-F2,14번 출입구,보수중,ES
409,당고개,승강기)에스컬레이터,F3-F2,승강장-대합실(진접방향),사용가능,ES
409,당고개,승강기)에스컬레이터,F2-F3,승강장-대합실(진접방향),보수중,ES
410,상계,승강기)에스컬레이터 1,F2-F1,1번 출구측,사용가능,ES
410,상계,승강기)에스컬레이터 2,F1-F2,1번 출구측,사용가능,ES
411,노원(4),승강기)에스컬레이터 1,F2-F1,1번 출입구,사용가능,ES
411,노원(4),승강기)에스컬레이터 2,F1-F2,1번 출입구,사용가능,ES
411,노원(4),승강기)에스컬레이터 3,F3-F2,내부,사용가능,ES
411,노원(4),승강기)에스컬레이터 4,F2-F3,내부,사용가능,ES
412,창동(4),승강기)에스컬레이터 1,F2-F1,1번 출구측,사용가능,ES
412,창동(4),승강기)에스컬레이터 2,F1-F2,1번 출구측,사용가능,ES
412,창동(4),승강기)에스컬레이터 3,F2-F1,외부,사용가능,ES
412,창동(4),승강기)에스컬레이터 4,F1-F2,외부,사용가능,ES
412,창동(4),승강기)에스컬레이터 5,F2-F1,외부,사용가능,ES
412,창동(4),승강기)에스컬레이터 6,F1-F2,외부,사용가능,ES
413,쌍문,승강기)에스컬레이터,B1-F1,3번 출입구,사용가능,ES
413,쌍문,승강기)에스컬레이터,F1-B1,3번 출입구,보수중,ES
413,쌍문,승강기)에스컬레이터 1,F1-B1,4번 출구측,사용가능,ES
413,쌍문,승강기)에스컬레이터 2,B1-F1,4번 출구측,사용가능,ES
413,쌍문,승강기)에스컬레이터 3,F1-B1,2번 출구측,사용가능,ES
413,쌍문,승강기)에스컬레이터 4,B1-F1,2번 출구측,보수중,ES
413,쌍문,승강기)에스컬레이터 5,F1-B1,3번 출구측,사용가능,ES
413,쌍문,승강기)에스컬레이터 6,B1-F1,3번 출구측,사용가능,ES
414,수유,승강기)에스컬레이터 1,F1-B1,3번 출구측,사용가능,ES
414,수유,승강기)에스컬레이터 2,B1-F1,3번 출구측,보수중,ES
414,수유,승강기)에스컬레이터 3,F1-B1,8번 출구측,사용가능,ES
414,수유,승강기)에스컬레이터 4,B1-F1,8번 출구측,사용가능,ES
415,미아,승강기)에스컬레이터 1,F1-B1,3번 출입구,사용가능,ES
415,미아,승강기)에스컬레이터 2,B1-F1,3번 출입구,사용가능,ES
415,미아,승강기)에스컬레이터 3,F1-B1,1번 출구측,사용가능,ES
415,미아,승강기)에스컬레이터 4,B1-F1,1번 출구측,사용가능,ES
415,미아,승강기)에스컬레이터 5,F1-B1,6번 출구측,사용가능,ES
415,미아,승강기)에스컬레이터 6,B1-F1,6번 출구측,사용가능,ES
416,미아사거리,승강기)에스컬레이터 1,F1-B1,3번 출구측,사용가능,ES
416,미아사거리,승강기)에스컬레이터 2,B1-F1,3번 출구측,사용가능,ES
417,길음,승강기)에스컬레이터 1,B1-F1,2번 출구측,사용가능,ES
417,길음,승강기)에스컬레이터 2,F1-B1,3번 출구측,사용가능,ES
417,길음,승강기)에스컬레이터 3,B1-F1,3번 출구측,사용가능,ES
418,성신여대입구(4),승강기)에스컬레이터 1,F1-B1,1번 출구측,사용가능,ES
418,성신여대입구(4),승강기)에스컬레이터 2,B1-F1,1번 출구측,사용가능,ES
418,성신여대입구(4),승강기)에스컬레이터 3,B1(대)-1(지상),4번출구 상행,사용가능,ES
418,성신여대입구(4),승강기)에스컬레이터 3,B1-F1,4번 출구측,사용가능,ES
418,성신여대입구(4),승강기)에스컬레이터 4,F1-B1,4번 출구측,사용가능,ES
419,한성대입구,승강기)에스컬레이터 1,B1-F1,5번 출구측,사용가능,ES
419,한성대입구,승강기)에스컬레이터 2,F1-B1,5번 출구측,사용가능,ES
420,혜화,승강기)에스컬레이터 1,F1-B1,1번 출입구,사용가능,ES
420,혜화,승강기)에스컬레이터 2,B1-F1,1번 출입구,사용가능,ES
420,혜화,승강기)에스컬레이터 3,F1-B1,3번 출구측,사용가능,ES
420,혜화,승강기)에스컬레이터 4,B1-F1,3번 출구측,사용가능,ES
421,동대문(4),승강기)에스컬레이터 1,B2-B4,하행 7-4,보수중,ES
421,동대문(4),승강기)에스컬레이터 10,B1-F1,9번 출구측,사용가능,ES
421,동대문(4),승강기)에스컬레이터 2,B4-B2,상행 4-1,사용가능,ES
421,동대문(4),승강기)에스컬레이터 3,B2-B4,하행 3-3,사용가능,ES
421,동대문(4),승강기)에스컬레이터 4,B4-B2,상행 8-2,사용가능,ES
421,동대문(4),승강기)에스컬레이터 5,B1-B2,4호선연결통로,사용가능,ES
421,동대문(4),승강기)에스컬레이터 6,B2-B1,1호선연결통로,사용가능,ES
421,동대문(4),승강기)에스컬레이터 7,F1-B1,8번 출구측,사용가능,ES
421,동대문(4),승강기)에스컬레이터 8,B1-F1,8번 출구측,사용가능,ES
421,동대문(4),승강기)에스컬레이터 9,F1-B1,9번 출구측,사용가능,ES
422,동대문역사문화공원(4),승강기)에스컬레이터 1,B1-B3,하행 8-3,사용가능,ES
422,동대문역사문화공원(4),승강기)에스컬레이터 2,B3-B1,상행 3-1,사용가능,ES
422,동대문역사문화공원(4),승강기)에스컬레이터 3,B2-B3,하행 5-2,사용가능,ES
422,동대문역사문화공원(4),승강기)에스컬레이터 4,B3-B2,상행 6-3,사용가능,ES
422,동대문역사문화공원(4),승강기)에스컬레이터 5,B2-B3,하행 2-4,사용가능,ES
422,동대문역사문화공원(4),승강기)에스컬레이터 6,B3-B2,상행 9-1,사용가능,ES
423,충무로(4),승강기)에스컬레이터 1,B3-B2,상행 4-2,사용가능,ES
423,충무로(4),승강기)에스컬레이터 10,B2-B1,내부,사용가능,ES
423,충무로(4),승강기)에스컬레이터 11,B1-B2,내부,사용가능,ES
423,충무로(4),승강기)에스컬레이터 12,B2-B1,내부,사용가능,ES
423,충무로(4),승강기)에스컬레이터 13,B1-B2,내부,사용가능,ES
423,충무로(4),승강기)에스컬레이터 14,B2-B1,내부,사용가능,ES
423,충무로(4),승강기)에스컬레이터 15,B1-B2,내부,사용가능,ES
423,충무로(4),승강기)에스컬레이터 16,B2-B1,내부,사용가능,ES
423,충무로(4),승강기)에스컬레이터 17,B4-B2,환승통로,사용가능,ES
423,충무로(4),승강기)에스컬레이터 18,B4-B2,환승통로,사용가능,ES
423,충무로(4),승강기)에스컬레이터 19,B2-B4,환승통로,사용가능,ES
423,충무로(4),승강기)에스컬레이터 2,B3-B2,상행 4-2,사용가능,ES
423,충무로(4),승강기)에스컬레이터 20,B4-B2,환승통로,사용가능,ES
423,충무로(4),승강기)에스컬레이터 21,F1-B1,1번 출입구,사용가능,ES
423,충무로(4),승강기)에스컬레이터 22,B1-F1,1번 출입구,사용가능,ES
423,충무로(4),승강기)에스컬레이터 3,B2-B3,하행 6-3,사용가능,ES
423,충무로(4),승강기)에스컬레이터 4,B3-B2,상행 6-3,사용가능,ES
423,충무로(4),승강기)에스컬레이터 5,B2-B3,하행 5-2,사용가능,ES
423,충무로(4),승강기)에스컬레이터 6,B2-B3,하행 5-2,사용가능,ES
423,충무로(4),승강기)에스컬레이터 8,B3-B2,상행 7-2,사용가능,ES
423,충무로(4),승강기)에스컬레이터 9,B1-B2,내부,사용가능,ES
424,명동,승강기)에스컬레이터 1,B2-B3,내부,사용가능,ES
424,명동,승강기)에스컬레이터 2,A계단(승)-B2(대),A계단 옆,사용가능,ES
424,명동,승강기)에스컬레이터 3,B2-B3,내부,사용가능,ES
424,명동,승강기)에스컬레이터 4,B3-B2,내부,사용가능,ES
424,명동,승강기)에스컬레이터 5,F1-B1,1번 출구측,사용가능,ES
424,명동,승강기)에스컬레이터 6,B1-F1,1번 출구측,사용가능,ES
425,회현,승강기)에스컬레이터 1,B2-B3,내부,사용가능,ES
425,회현,승강기)에스컬레이터 10,F1-B1,건물측관리,사용가능,ES
425,회현,승강기)에스컬레이터 2,B3-B2,내부,사용가능,ES
425,회현,승강기)에스컬레이터 3,B2-B4,하행 6-4,사용가능,ES
425,회현,승강기)에스컬레이터 4,B4-B2,상행 4-4,사용가능,ES
425,회현,승강기)에스컬레이터 5,B2-B4,하행 1-4,사용가능,ES
425,회현,승강기)에스컬레이터 6,B4-B2,상행 9-4,사용가능,ES
425,회현,승강기)에스컬레이터 7,B1-F1,건물측관리,사용가능,ES
425,회현,승강기)에스컬레이터 8,F1-B1,건물측관리,사용가능,ES
425,회현,승강기)에스컬레이터 9,B1-F1,건물측관리,사용가능,ES
426,서울역(4),승강기)에스컬레이터 1,1호선 연결통로,사당측10-4,사용가능,ES
426,서울역(4),승강기)에스컬레이터 2,1호선 연결통로,당고개측1-1,사용가능,ES
426,서울역(4),승강기)에스컬레이터 3,F1-B1,9-1번출구측,보수중,ES
426,서울역(4),승강기)에스컬레이터 4,B1-F1,9-1번출구측,사용가능,ES
428,삼각지(4),승강기)에스컬레이터 1,F1-B1,2번 출입구,사용가능,ES
428,삼각지(4),승강기)에스컬레이터 2,B1-F1,2번 출입구,사용가능,ES
428,삼각지(4),승강기)에스컬레이터 3,F1-B1,5번 출입구,사용가능,ES
428,삼각지(4),승강기)에스컬레이터 4,B1-F1,5번 출입구,사용가능,ES
429,신용산,승강기)에스컬레이터 1,F1-B1,5번 출구측,사용가능,ES
429,신용산,승강기)에스컬레이터 2,B1-F1,5번 출구측,사용가능,ES
429,신용산,승강기)에스컬레이터 3,B1-F1,3번 출구측,사용가능,ES
429,신용산,승강기)에스컬레이터 4,B1-F1,4번 출구측,사용가능,ES
429,신용산,승강기)에스컬레이터 5,F1-B1,4번 출구측,사용가능,ES
429,신용산,승강기)에스컬레이터 6,B1-F1,1번 출구측,사용가능,ES
429,신용산,승강기)에스컬레이터 7,F1-B1,1번 출구측,사용가능,ES
429,신용산,승강기)에스컬레이터 8,B1-F1,1번 출구측,사용가능,ES
429,신용산,승강기)에스컬레이터 9,F1-B1,1번 출구측,사용가능,ES
430,이촌(4),승강기)에스컬레이터 1,F1-B1,1번 출구측,사용가능,ES
430,이촌(4),승강기)에스컬레이터 2,B1-F1,1번 출구측,사용가능,ES
430,이촌(4),승강기)에스컬레이터 3,F1-B1,2번 출입구,사용가능,ES
430,이촌(4),승강기)에스컬레이터 4,B1-F1,2번 출입구,사용가능,ES
432,총신대입구(4),승강기)에스컬레이터 1,F1-B1,14번 출구측,사용가능,ES
432,총신대입구(4),승강기)에스컬레이터 2,B1-F1,14번 출구측,사용가능,ES
432,총신대입구(4),승강기)에스컬레이터 3,F1-B1,1번 출구측,사용가능,ES
432,총신대입구(4),승강기)에스컬레이터 4,B1-F1,1번 출구측,사용가능,ES
433,사당(4),승강기)에스컬레이터 1,B2-B3,내부,사용가능,ES
433,사당(4),승강기)에스컬레이터 2,F1-B1,4번 출구측,사용가능,ES
433,사당(4),승강기)에스컬레이터 3,B1-F1,4번 출구측,사용가능,ES
433,사당(4),승강기)에스컬레이터 4,F1-B1,9번 출구측,사용가능,ES
433,사당(4),승강기)에스컬레이터 5,B1-F1,9번 출구측,사용가능,ES
433,사당(4),승강기)에스컬레이터 6,F1-B1,3번 출구측,사용가능,ES
433,사당(4),승강기)에스컬레이터 7,B1-F1,3번 출구측,사용가능,ES
434,남태령,승강기)에스컬레이터 1,B2-B3,내부,사용가능,ES
434,남태령,승강기)에스컬레이터 2,B3-B2,내부,사용가능,ES
2513,김포공항(5),승강기)에스컬레이터 1,B2-B3,내부,사용가능,ES
2513,김포공항(5),승강기)에스컬레이터 10,B1-F1(건물측관리),3번 출구측,사용가능,ES
2513,김포공항(5),승강기)에스컬레이터 2,B3-B2,내부,보수중,ES
2513,김포공항(5),승강기)에스컬레이터 3,B2-B3,내부,사용가능,ES
2513,김포공항(5),승강기)에스컬레이터 4,B3-B2,내부,사용가능,ES
2513,김포공항(5),승강기)에스컬레이터 5,B3-B2,내부,사용가능,ES
2513,김포공항(5),승강기)에스컬레이터 6,B2-B3,내부,사용가능,ES
2513,김포공항(5),승강기)에스컬레이터 7,B3-B2,내부,사용가능,ES
2513,김포공항(5),승강기)에스컬레이터 8,B2-B3,내부,사용가능,ES
2513,김포공항(5),승강기)에스컬레이터 9,F1-B1(건물측관리),3번 출구측,사용가능,ES
2514,송정,승강기)에스컬레이터 1,B2-B1,내부,사용가능,ES
2514,송정,승강기)에스컬레이터 2,B1-B2,내부,사용가능,ES
2514,송정,승강기)에스컬레이터 3,F1-B1,외부,사용가능,ES
2514,송정,승강기)에스컬레이터 4,B1-B1,외부,사용가능,ES
2515,마곡,승강기)에스컬레이터 1,B1-F1,외부,사용가능,ES
2515,마곡,승강기)에스컬레이터 10,F1-B1,외부,사용가능,ES
2515,마곡,승강기)에스컬레이터 11,B1-F1,외부,사용가능,ES
2515,마곡,승강기)에스컬레이터 12,F1-B1,외부,사용가능,ES
2515,마곡,승강기)에스컬레이터 2,F1-B1,외부,사용가능,ES
2515,마곡,승강기)에스컬레이터 3,B1-F1,외부,사용가능,ES
2515,마곡,승강기)에스컬레이터 4,F1-B1,외부,사용가능,ES
2515,마곡,승강기)에스컬레이터 5,B1-F1,외부,사용가능,ES
2515,마곡,승강기)에스컬레이터 6,F1-B1,외부,사용가능,ES
2515,마곡,승강기)에스컬레이터 7,B1-F1,외부,사용가능,ES
2515,마곡,승강기)에스컬레이터 8,F1-B1,외부,사용가능,ES
2515,마곡,승강기)에스컬레이터 9,B1-F1,외부,사용가능,ES
2517,우장산,승강기)에스컬레이터 1,B1-F1,외부,사용가능,ES
2517,우장산,승강기)에스컬레이터 2,B1-F1,외부,사용가능,ES
2517,우장산,승강기)에스컬레이터 3,B1-F1,외부,사용가능,ES
2517,우장산,승강기)에스컬레이터 4,F1-B1,외부,사용가능,ES
2518,화곡,승강기)에스컬레이터 1,B2-B1,내부,사용가능,ES
2518,화곡,승강기)에스컬레이터 2,B1-B2,내부,사용가능,ES
2518,화곡,승강기)에스컬레이터 3,B1-F1,외부,사용가능,ES
2518,화곡,승강기)에스컬레이터 4,F1-B1,외부,사용가능,ES
2519,까치산(5),승강기)에스컬레이터 1,B1-B5,내부,사용가능,ES
2519,까치산(5),승강기)에스컬레이터 10,F1-B1,외부,사용가능,ES
2519,까치산(5),승강기)에스컬레이터 11,F1-B1,외부,사용가능,ES
2519,까치산(5),승강기)에스컬레이터 12,B1-F1,외부,보수중,ES
2519,까치산(5),승강기)에스컬레이터 2,B5-B1,내부,사용가능,ES
2519,까치산(5),승강기)에스컬레이터 3,B1-B5,내부,사용가능,ES
2519,까치산(5),승강기)에스컬레이터 4,B5-B1,내부,사용가능,ES
2519,까치산(5),승강기)에스컬레이터 5,B5-B1,내부,사용가능,ES
2519,까치산(5),승강기)에스컬레이터 6,B1-B5,내부,사용가능,ES
2519,까치산(5),승강기)에스컬레이터 7,B5-B1,내부,보수중,ES
2519,까치산(5),승강기)에스컬레이터 8,B1-B5,내부,사용가능,ES
2519,까치산(5),승강기)에스컬레이터 9,B1-F1,외부,사용가능,ES
2520,신정,승강기)에스컬레이터 1,B3-B2,내부,사용가능,ES
2520,신정,승강기)에스컬레이터 10,BM-F1,외부,사용가능,ES
2520,신정,승강기)에스컬레이터 2,B2-B3,내부,사용가능,ES
2520,신정,승강기)에스컬레이터 3,B3-B2,내부,사용가능,ES
2520,신정,승강기)에스컬레이터 4,B2-B3,내부,사용가능,ES
2520,신정,승강기)에스컬레이터 5,B2-B1,내부,사용가능,ES
2520,신정,승강기)에스컬레이터 6,B1-B2,내부,사용가능,ES
2520,신정,승강기)에스컬레이터 7,B2-B1,내부,사용가능,ES
2520,신정,승강기)에스컬레이터 8,B1-B2,내부,사용가능,ES
2520,신정,승강기)에스컬레이터 9,F1-BM,외부,사용가능,ES
2521,목동,승강기)에스컬레이터 1,B1-F1,외부,사용가능,ES
